"Time (UTC)","Temperature Average 1 min (oC)","Humidity Average 1 min (%)","Wind Direction Prevailing 1 min (deg)","Wind Speed Average 1 min (m/s)","Solar Radiation Average 1 min (W/m2)","Pressure Average 1 min (mb)","Water Temperature Average 1 min (oC)","Wind Evaporation Average 1 min (m/s),"
06/02/2025 02:11,26.50,87.70,325.95,3.44,317.37,1009.40,26.70,2.08
06/02/2025 02:12,,,,,
06/02/2025 02:13,,,,,
06/02/2025 02:14,,,,,
06/02/2025 02:15,,,,,
06/02/2025 02:16,,,,,
06/02/2025 02:17,,,,,
06/02/2025 02:18,,,,,
06/02/2025 02:19,,,,,
06/02/2025 02:20,,,,,
06/02/2025 02:21,,,,,
06/02/2025 02:22,,,,,
06/02/2025 02:23,,,,,
06/02/2025 02:24,,,,,
06/02/2025 02:25,,,,,
06/02/2025 02:26,,,,,
06/02/2025 02:27,,,,,
06/02/2025 02:28,,,,,
06/02/2025 02:29,,,,,
06/02/2025 02:30,,,,,
06/02/2025 02:31,,,,,
06/02/2025 02:32,,,,,
06/02/2025 02:33,,,,,
06/02/2025 02:34,,,,,
06/02/2025 02:35,,,,,
06/02/2025 02:36,,,,,
06/02/2025 02:37,,,,,
06/02/2025 02:38,,,,,
06/02/2025 02:39,,,,,
06/02/2025 02:40,,,,,
06/02/2025 02:41,,,,,
06/02/2025 02:42,,,,,
06/02/2025 02:43,,,,,
06/02/2025 02:44,,,,,
06/02/2025 02:45,,,,,
06/02/2025 02:46,,,,,
06/02/2025 02:47,,,,,
06/02/2025 02:48,,,,,
06/02/2025 02:49,,,,,
06/02/2025 02:50,,,,,
06/02/2025 02:51,,,,,
06/02/2025 02:52,,,,,
06/02/2025 02:53,,,,,
06/02/2025 02:54,,,,,
06/02/2025 02:55,,,,,
06/02/2025 02:56,,,,,
06/02/2025 02:57,,,,,
06/02/2025 02:58,,,,,
06/02/2025 02:59,,,,,
06/02/2025 03:00,,,,,
06/02/2025 03:01,,,,,
06/02/2025 03:02,,,,,
06/02/2025 03:03,,,,,
06/02/2025 03:04,,,,,
06/02/2025 03:05,,,,,
06/02/2025 03:06,,,,,
06/02/2025 03:07,,,,,
06/02/2025 03:08,,,,,
06/02/2025 03:09,,,,,
06/02/2025 03:10,,,,,
06/02/2025 03:11,,,,,
06/02/2025 03:12,,,,,
06/02/2025 03:13,,,,,
06/02/2025 03:14,,,,,
06/02/2025 03:15,,,,,
06/02/2025 03:16,,,,,
06/02/2025 03:17,,,,,
06/02/2025 03:18,,,,,
06/02/2025 03:19,,,,,
06/02/2025 03:20,,,,,
06/02/2025 03:21,,,,,
06/02/2025 03:22,,,,,
06/02/2025 03:23,,,,,
06/02/2025 03:24,,,,,
06/02/2025 03:25,,,,,
06/02/2025 03:26,,,,,
06/02/2025 03:27,,,,,
06/02/2025 03:28,,,,,
06/02/2025 03:29,,,,,
06/02/2025 03:30,,,,,
06/02/2025 03:31,,,,,
06/02/2025 03:32,,,,,
06/02/2025 03:33,,,,,
06/02/2025 03:34,,,,,
06/02/2025 03:35,,,,,
06/02/2025 03:36,,,,,
06/02/2025 03:37,,,,,
06/02/2025 03:38,,,,,
06/02/2025 03:39,,,,,
06/02/2025 03:40,,,,,
06/02/2025 03:41,,,,,
06/02/2025 03:42,,,,,
06/02/2025 03:43,,,,,
06/02/2025 03:44,,,,,
06/02/2025 03:45,,,,,
06/02/2025 03:46,,,,,
06/02/2025 03:47,,,,,
06/02/2025 03:48,,,,,
06/02/2025 03:49,,,,,
06/02/2025 03:50,,,,,
06/02/2025 03:51,,,,,
06/02/2025 03:52,,,,,
06/02/2025 03:53,,,,,
06/02/2025 03:54,,,,,
06/02/2025 03:55,,,,,
06/02/2025 03:56,,,,,
06/02/2025 03:57,,,,,
06/02/2025 03:58,,,,,
06/02/2025 03:59,,,,,
06/02/2025 04:00,,,,,
06/02/2025 04:01,,,,,
06/02/2025 04:02,,,,,
06/02/2025 04:03,,,,,
06/02/2025 04:04,,,,,
06/02/2025 04:05,,,,,
06/02/2025 04:06,,,,,
06/02/2025 04:07,,,,,
06/02/2025 04:08,,,,,
06/02/2025 04:09,,,,,
06/02/2025 04:10,,,,,
06/02/2025 04:11,,,,,
06/02/2025 04:12,,,,,
06/02/2025 04:13,,,,,
06/02/2025 04:14,,,,,
06/02/2025 04:15,,,,,
06/02/2025 04:16,,,,,
06/02/2025 04:17,,,,,
06/02/2025 04:18,,,,,
06/02/2025 04:19,,,,,
06/02/2025 04:20,,,,,
06/02/2025 04:21,,,,,
06/02/2025 04:22,,,,,
06/02/2025 04:23,,,,,
06/02/2025 04:24,,,,,
06/02/2025 04:25,,,,,
06/02/2025 04:26,,,,,
06/02/2025 04:27,,,,,
06/02/2025 04:28,,,,,
06/02/2025 04:29,,,,,
06/02/2025 04:30,,,,,
06/02/2025 04:31,,,,,
06/02/2025 04:32,,,,,
06/02/2025 04:33,,,,,
06/02/2025 04:34,,,,,
06/02/2025 04:35,,,,,
06/02/2025 04:36,,,,,
06/02/2025 04:37,,,,,
06/02/2025 04:38,,,,,
06/02/2025 04:39,,,,,
06/02/2025 04:40,,,,,
06/02/2025 04:41,,,,,
06/02/2025 04:42,,,,,
06/02/2025 04:43,,,,,
06/02/2025 04:44,,,,,
06/02/2025 04:45,,,,,
06/02/2025 04:46,,,,,
06/02/2025 04:47,,,,,
06/02/2025 04:48,,,,,
06/02/2025 04:49,,,,,
06/02/2025 04:50,,,,,
06/02/2025 04:51,,,,,
06/02/2025 04:52,,,,,
06/02/2025 04:53,,,,,
06/02/2025 04:54,,,,,
06/02/2025 04:55,,,,,
06/02/2025 04:56,,,,,
06/02/2025 04:57,,,,,
06/02/2025 04:58,,,,,
06/02/2025 04:59,,,,,
06/02/2025 05:00,,,,,
06/02/2025 05:01,,,,,
06/02/2025 05:02,,,,,
06/02/2025 05:03,,,,,
06/02/2025 05:04,,,,,
06/02/2025 05:05,,,,,
06/02/2025 05:06,,,,,
06/02/2025 05:07,,,,,
06/02/2025 05:08,,,,,
06/02/2025 05:09,,,,,
06/02/2025 05:10,,,,,
06/02/2025 05:11,,,,,
06/02/2025 05:12,,,,,
06/02/2025 05:13,,,,,
06/02/2025 05:14,,,,,
06/02/2025 05:15,,,,,
06/02/2025 05:16,,,,,
06/02/2025 05:17,,,,,
06/02/2025 05:18,,,,,
06/02/2025 05:19,,,,,
06/02/2025 05:20,,,,,
06/02/2025 05:21,,,,,
06/02/2025 05:22,,,,,
06/02/2025 05:23,,,,,
06/02/2025 05:24,,,,,
06/02/2025 05:25,,,,,
06/02/2025 05:26,,,,,
06/02/2025 05:27,,,,,
06/02/2025 05:28,,,,,
06/02/2025 05:29,,,,,
06/02/2025 05:30,,,,,
06/02/2025 05:31,,,,,
06/02/2025 05:32,,,,,
06/02/2025 05:33,,,,,
06/02/2025 05:34,,,,,
06/02/2025 05:35,,,,,
06/02/2025 05:36,,,,,
06/02/2025 05:37,,,,,
06/02/2025 05:38,,,,,
06/02/2025 05:39,,,,,
06/02/2025 05:40,,,,,
06/02/2025 05:41,,,,,
06/02/2025 05:42,,,,,
06/02/2025 05:43,,,,,
06/02/2025 05:44,,,,,
06/02/2025 05:45,,,,,
06/02/2025 05:46,,,,,
06/02/2025 05:47,,,,,
06/02/2025 05:48,,,,,
06/02/2025 05:49,,,,,
06/02/2025 05:50,,,,,
06/02/2025 05:51,,,,,
06/02/2025 05:52,,,,,
06/02/2025 05:53,,,,,
06/02/2025 05:54,,,,,
06/02/2025 05:55,,,,,
06/02/2025 05:56,,,,,
06/02/2025 05:57,,,,,
06/02/2025 05:58,,,,,
06/02/2025 05:59,,,,,
06/02/2025 06:00,,,,,
06/02/2025 06:01,,,,,
06/02/2025 06:02,,,,,
06/02/2025 06:03,,,,,
06/02/2025 06:04,,,,,
06/02/2025 06:05,,,,,
06/02/2025 06:06,,,,,
06/02/2025 06:07,,,,,
06/02/2025 06:08,,,,,
06/02/2025 06:09,,,,,
06/02/2025 06:10,,,,,
06/02/2025 06:11,,,,,
06/02/2025 06:12,,,,,
06/02/2025 06:13,,,,,
06/02/2025 06:14,,,,,
06/02/2025 06:15,,,,,
06/02/2025 06:16,,,,,
06/02/2025 06:17,,,,,
06/02/2025 06:18,,,,,
06/02/2025 06:19,,,,,
06/02/2025 06:20,,,,,
06/02/2025 06:21,,,,,
06/02/2025 06:22,,,,,
06/02/2025 06:23,,,,,
06/02/2025 06:24,,,,,
06/02/2025 06:25,,,,,
06/02/2025 06:26,,,,,
06/02/2025 06:27,,,,,
06/02/2025 06:28,,,,,
06/02/2025 06:29,,,,,
06/02/2025 06:30,,,,,
06/02/2025 06:31,,,,,
06/02/2025 06:32,,,,,
06/02/2025 06:33,,,,,
06/02/2025 06:34,,,,,
06/02/2025 06:35,,,,,
06/02/2025 06:36,,,,,
06/02/2025 06:37,,,,,
06/02/2025 06:38,,,,,
06/02/2025 06:39,,,,,
06/02/2025 06:40,,,,,
06/02/2025 06:41,,,,,
06/02/2025 06:42,,,,,
06/02/2025 06:43,,,,,
06/02/2025 06:44,,,,,
06/02/2025 06:45,,,,,
06/02/2025 06:46,,,,,
06/02/2025 06:47,,,,,
06/02/2025 06:48,,,,,
06/02/2025 06:49,,,,,
06/02/2025 06:50,,,,,
06/02/2025 06:51,,,,,
06/02/2025 06:52,,,,,
06/02/2025 06:53,,,,,
06/02/2025 06:54,,,,,
06/02/2025 06:55,,,,,
06/02/2025 06:56,,,,,
06/02/2025 06:57,,,,,
06/02/2025 06:58,,,,,
06/02/2025 06:59,,,,,
06/02/2025 07:00,,,,,
06/02/2025 07:01,,,,,
06/02/2025 07:02,,,,,
06/02/2025 07:03,,,,,
06/02/2025 07:04,,,,,
06/02/2025 07:05,,,,,
06/02/2025 07:06,,,,,
06/02/2025 07:07,,,,,
06/02/2025 07:08,,,,,
06/02/2025 07:09,,,,,
06/02/2025 07:10,,,,,
06/02/2025 07:11,,,,,
06/02/2025 07:12,,,,,
06/02/2025 07:13,,,,,
06/02/2025 07:14,,,,,
06/02/2025 07:15,,,,,
06/02/2025 07:16,,,,,
06/02/2025 07:17,,,,,
06/02/2025 07:18,,,,,
06/02/2025 07:19,,,,,
06/02/2025 07:20,,,,,
06/02/2025 07:21,,,,,
06/02/2025 07:22,,,,,
06/02/2025 07:23,,,,,
06/02/2025 07:24,,,,,
06/02/2025 07:25,,,,,
06/02/2025 07:26,,,,,
06/02/2025 07:27,,,,,
06/02/2025 07:28,,,,,
06/02/2025 07:29,,,,,
06/02/2025 07:30,,,,,
06/02/2025 07:31,,,,,
06/02/2025 07:32,,,,,
06/02/2025 07:33,,,,,
06/02/2025 07:34,,,,,
06/02/2025 07:35,,,,,
06/02/2025 07:36,,,,,
06/02/2025 07:37,,,,,
06/02/2025 07:38,,,,,
06/02/2025 07:39,,,,,
06/02/2025 07:40,,,,,
06/02/2025 07:41,,,,,
06/02/2025 07:42,,,,,
06/02/2025 07:43,,,,,
06/02/2025 07:44,,,,,
06/02/2025 07:45,,,,,
06/02/2025 07:46,,,,,
06/02/2025 07:47,,,,,
06/02/2025 07:48,,,,,
06/02/2025 07:49,,,,,
06/02/2025 07:50,,,,,
06/02/2025 07:51,,,,,
06/02/2025 07:52,,,,,
06/02/2025 07:53,,,,,
06/02/2025 07:54,,,,,
06/02/2025 07:55,,,,,
06/02/2025 07:56,,,,,
06/02/2025 07:57,,,,,
06/02/2025 07:58,,,,,
06/02/2025 07:59,,,,,
06/02/2025 08:00,,,,,
06/02/2025 08:01,,,,,
06/02/2025 08:02,,,,,
06/02/2025 08:03,,,,,
06/02/2025 08:04,,,,,
06/02/2025 08:05,,,,,
06/02/2025 08:06,,,,,
06/02/2025 08:07,,,,,
06/02/2025 08:08,,,,,
06/02/2025 08:09,,,,,
06/02/2025 08:10,,,,,
06/02/2025 08:11,,,,,
06/02/2025 08:12,,,,,
06/02/2025 08:13,,,,,
06/02/2025 08:14,,,,,
06/02/2025 08:15,,,,,
06/02/2025 08:16,,,,,
06/02/2025 08:17,,,,,
06/02/2025 08:18,,,,,
06/02/2025 08:19,,,,,
06/02/2025 08:20,,,,,
06/02/2025 08:21,,,,,
06/02/2025 08:22,,,,,
06/02/2025 08:23,,,,,
06/02/2025 08:24,,,,,
06/02/2025 08:25,,,,,
06/02/2025 08:26,,,,,
06/02/2025 08:27,,,,,
06/02/2025 08:28,,,,,
06/02/2025 08:29,,,,,
06/02/2025 08:30,,,,,
06/02/2025 08:31,,,,,
06/02/2025 08:32,,,,,
06/02/2025 08:33,,,,,
06/02/2025 08:34,,,,,
06/02/2025 08:35,,,,,
06/02/2025 08:36,,,,,
06/02/2025 08:37,,,,,
06/02/2025 08:38,,,,,
06/02/2025 08:39,,,,,
06/02/2025 08:40,,,,,
06/02/2025 08:41,,,,,
06/02/2025 08:42,,,,,
06/02/2025 08:43,,,,,
06/02/2025 08:44,,,,,
06/02/2025 08:45,,,,,
06/02/2025 08:46,,,,,
06/02/2025 08:47,,,,,
06/02/2025 08:48,,,,,
06/02/2025 08:49,,,,,
06/02/2025 08:50,,,,,
06/02/2025 08:51,,,,,
06/02/2025 08:52,,,,,
06/02/2025 08:53,,,,,
06/02/2025 08:54,,,,,
06/02/2025 08:55,,,,,
06/02/2025 08:56,,,,,
06/02/2025 08:57,,,,,
06/02/2025 08:58,,,,,
06/02/2025 08:59,,,,,
06/02/2025 09:00,,,,,
06/02/2025 09:01,,,,,
06/02/2025 09:02,,,,,
06/02/2025 09:03,,,,,
06/02/2025 09:04,,,,,
06/02/2025 09:05,,,,,
06/02/2025 09:06,,,,,
06/02/2025 09:07,,,,,
06/02/2025 09:08,,,,,
06/02/2025 09:09,,,,,
06/02/2025 09:10,,,,,
06/02/2025 09:11,,,,,
06/02/2025 09:12,,,,,
06/02/2025 09:13,,,,,
06/02/2025 09:14,,,,,
06/02/2025 09:15,,,,,
06/02/2025 09:16,,,,,
06/02/2025 09:17,,,,,
06/02/2025 09:18,,,,,
06/02/2025 09:19,,,,,
06/02/2025 09:20,,,,,
06/02/2025 09:21,,,,,
06/02/2025 09:22,,,,,
06/02/2025 09:23,,,,,
06/02/2025 09:24,,,,,
06/02/2025 09:25,,,,,
06/02/2025 09:26,,,,,
06/02/2025 09:27,,,,,
06/02/2025 09:28,,,,,
06/02/2025 09:29,,,,,
06/02/2025 09:30,,,,,
06/02/2025 09:31,,,,,
06/02/2025 09:32,,,,,
06/02/2025 09:33,,,,,
06/02/2025 09:34,,,,,
06/02/2025 09:35,,,,,
06/02/2025 09:36,,,,,
06/02/2025 09:37,,,,,
06/02/2025 09:38,,,,,
06/02/2025 09:39,,,,,
06/02/2025 09:40,,,,,
06/02/2025 09:41,,,,,
06/02/2025 09:42,,,,,
06/02/2025 09:43,,,,,
06/02/2025 09:44,,,,,
06/02/2025 09:45,,,,,
06/02/2025 09:46,,,,,
06/02/2025 09:47,,,,,
06/02/2025 09:48,,,,,
06/02/2025 09:49,,,,,
06/02/2025 09:50,,,,,
06/02/2025 09:51,,,,,
06/02/2025 09:52,,,,,
06/02/2025 09:53,,,,,
06/02/2025 09:54,,,,,
06/02/2025 09:55,,,,,
06/02/2025 09:56,,,,,
06/02/2025 09:57,,,,,
06/02/2025 09:58,,,,,
06/02/2025 09:59,,,,,
06/02/2025 10:00,,,,,
06/02/2025 10:01,,,,,
06/02/2025 10:02,,,,,
06/02/2025 10:03,,,,,
06/02/2025 10:04,,,,,
06/02/2025 10:05,,,,,
06/02/2025 10:06,,,,,
06/02/2025 10:07,,,,,
06/02/2025 10:08,,,,,
06/02/2025 10:09,,,,,
06/02/2025 10:10,,,,,
06/02/2025 10:11,,,,,
06/02/2025 10:12,,,,,
06/02/2025 10:13,,,,,
06/02/2025 10:14,,,,,
06/02/2025 10:15,,,,,
06/02/2025 10:16,,,,,
06/02/2025 10:17,,,,,
06/02/2025 10:18,,,,,
06/02/2025 10:19,,,,,
06/02/2025 10:20,,,,,
06/02/2025 10:21,,,,,
06/02/2025 10:22,,,,,
06/02/2025 10:23,,,,,
06/02/2025 10:24,,,,,
06/02/2025 10:25,,,,,
06/02/2025 10:26,,,,,
06/02/2025 10:27,,,,,
06/02/2025 10:28,,,,,
06/02/2025 10:29,,,,,
06/02/2025 10:30,,,,,
06/02/2025 10:31,,,,,
06/02/2025 10:32,,,,,
06/02/2025 10:33,,,,,
06/02/2025 10:34,,,,,
06/02/2025 10:35,,,,,
06/02/2025 10:36,,,,,
06/02/2025 10:37,,,,,
06/02/2025 10:38,,,,,
06/02/2025 10:39,,,,,
06/02/2025 10:40,,,,,
06/02/2025 10:41,,,,,
06/02/2025 10:42,,,,,
06/02/2025 10:43,,,,,
06/02/2025 10:44,,,,,
06/02/2025 10:45,,,,,
06/02/2025 10:46,,,,,
06/02/2025 10:47,,,,,
06/02/2025 10:48,,,,,
06/02/2025 10:49,,,,,
06/02/2025 10:50,,,,,
06/02/2025 10:51,,,,,
06/02/2025 10:52,,,,,
06/02/2025 10:53,,,,,
06/02/2025 10:54,,,,,
06/02/2025 10:55,,,,,
06/02/2025 10:56,,,,,
06/02/2025 10:57,,,,,
06/02/2025 10:58,,,,,
06/02/2025 10:59,,,,,
06/02/2025 11:00,,,,,
06/02/2025 11:01,,,,,
06/02/2025 11:02,,,,,
06/02/2025 11:03,,,,,
06/02/2025 11:04,,,,,
06/02/2025 11:05,,,,,
06/02/2025 11:06,,,,,
06/02/2025 11:07,,,,,
06/02/2025 11:08,,,,,
06/02/2025 11:09,,,,,
06/02/2025 11:10,,,,,
06/02/2025 11:11,,,,,
06/02/2025 11:12,,,,,
06/02/2025 11:13,,,,,
06/02/2025 11:14,,,,,
06/02/2025 11:15,,,,,
06/02/2025 11:16,,,,,
06/02/2025 11:17,,,,,
06/02/2025 11:18,,,,,
06/02/2025 11:19,,,,,
06/02/2025 11:20,,,,,
06/02/2025 11:21,,,,,
06/02/2025 11:22,,,,,
06/02/2025 11:23,,,,,
06/02/2025 11:24,,,,,
06/02/2025 11:25,,,,,
06/02/2025 11:26,,,,,
06/02/2025 11:27,,,,,
06/02/2025 11:28,,,,,
06/02/2025 11:29,,,,,
06/02/2025 11:30,,,,,
06/02/2025 11:31,,,,,
06/02/2025 11:32,,,,,
06/02/2025 11:33,,,,,
06/02/2025 11:34,,,,,
06/02/2025 11:35,,,,,
06/02/2025 11:36,,,,,
06/02/2025 11:37,,,,,
06/02/2025 11:38,,,,,
06/02/2025 11:39,,,,,
06/02/2025 11:40,,,,,
06/02/2025 11:41,,,,,
06/02/2025 11:42,,,,,
06/02/2025 11:43,,,,,
06/02/2025 11:44,,,,,
06/02/2025 11:45,,,,,
06/02/2025 11:46,,,,,
06/02/2025 11:47,,,,,
06/02/2025 11:48,,,,,
06/02/2025 11:49,,,,,
06/02/2025 11:50,,,,,
06/02/2025 11:51,,,,,
06/02/2025 11:52,,,,,
06/02/2025 11:53,,,,,
06/02/2025 11:54,,,,,
06/02/2025 11:55,,,,,
06/02/2025 11:56,,,,,
06/02/2025 11:57,,,,,
06/02/2025 11:58,,,,,
06/02/2025 11:59,,,,,
06/02/2025 12:00,,,,,
06/02/2025 12:01,,,,,
06/02/2025 12:02,,,,,
06/02/2025 12:03,,,,,
06/02/2025 12:04,,,,,
06/02/2025 12:05,,,,,
06/02/2025 12:06,,,,,
06/02/2025 12:07,,,,,
06/02/2025 12:08,,,,,
06/02/2025 12:09,,,,,
06/02/2025 12:10,,,,,
06/02/2025 12:11,,,,,
06/02/2025 12:12,,,,,
06/02/2025 12:13,,,,,
06/02/2025 12:14,,,,,
06/02/2025 12:15,,,,,
06/02/2025 12:16,,,,,
06/02/2025 12:17,,,,,
06/02/2025 12:18,,,,,
06/02/2025 12:19,,,,,
06/02/2025 12:20,,,,,
06/02/2025 12:21,,,,,
06/02/2025 12:22,,,,,
06/02/2025 12:23,,,,,
06/02/2025 12:24,,,,,
06/02/2025 12:25,,,,,
06/02/2025 12:26,,,,,
06/02/2025 12:27,,,,,
06/02/2025 12:28,,,,,
06/02/2025 12:29,,,,,
06/02/2025 12:30,,,,,
06/02/2025 12:31,,,,,
06/02/2025 12:32,,,,,
06/02/2025 12:33,,,,,
06/02/2025 12:34,,,,,
06/02/2025 12:35,,,,,
06/02/2025 12:36,,,,,
06/02/2025 12:37,,,,,
06/02/2025 12:38,,,,,
06/02/2025 12:39,,,,,
06/02/2025 12:40,,,,,
06/02/2025 12:41,,,,,
06/02/2025 12:42,,,,,
06/02/2025 12:43,,,,,
06/02/2025 12:44,,,,,
06/02/2025 12:45,,,,,
06/02/2025 12:46,,,,,
06/02/2025 12:47,,,,,
06/02/2025 12:48,,,,,
06/02/2025 12:49,,,,,
06/02/2025 12:50,,,,,
06/02/2025 12:51,,,,,
06/02/2025 12:52,,,,,
06/02/2025 12:53,,,,,
06/02/2025 12:54,,,,,
06/02/2025 12:55,,,,,
06/02/2025 12:56,,,,,
06/02/2025 12:57,,,,,
06/02/2025 12:58,,,,,
06/02/2025 12:59,,,,,
06/02/2025 13:00,,,,,
06/02/2025 13:01,,,,,
06/02/2025 13:02,,,,,
06/02/2025 13:03,,,,,
06/02/2025 13:04,,,,,
06/02/2025 13:05,,,,,
06/02/2025 13:06,,,,,
06/02/2025 13:07,,,,,
06/02/2025 13:08,,,,,
06/02/2025 13:09,,,,,
06/02/2025 13:10,,,,,
06/02/2025 13:11,,,,,
06/02/2025 13:12,,,,,
06/02/2025 13:13,,,,,
06/02/2025 13:14,,,,,
06/02/2025 13:15,,,,,
06/02/2025 13:16,,,,,
06/02/2025 13:17,,,,,
06/02/2025 13:18,,,,,
06/02/2025 13:19,,,,,
06/02/2025 13:20,,,,,
06/02/2025 13:21,,,,,
06/02/2025 13:22,,,,,
06/02/2025 13:23,,,,,
06/02/2025 13:24,,,,,
06/02/2025 13:25,,,,,
06/02/2025 13:26,,,,,
06/02/2025 13:27,,,,,
06/02/2025 13:28,,,,,
06/02/2025 13:29,,,,,
06/02/2025 13:30,,,,,
06/02/2025 13:31,,,,,
06/02/2025 13:32,,,,,
06/02/2025 13:33,,,,,
06/02/2025 13:34,,,,,
06/02/2025 13:35,,,,,
06/02/2025 13:36,,,,,
06/02/2025 13:37,,,,,
06/02/2025 13:38,,,,,
06/02/2025 13:39,,,,,
06/02/2025 13:40,,,,,
06/02/2025 13:41,,,,,
06/02/2025 13:42,,,,,
06/02/2025 13:43,,,,,
06/02/2025 13:44,,,,,
06/02/2025 13:45,,,,,
06/02/2025 13:46,,,,,
06/02/2025 13:47,,,,,
06/02/2025 13:48,,,,,
06/02/2025 13:49,,,,,
06/02/2025 13:50,,,,,
06/02/2025 13:51,,,,,
06/02/2025 13:52,,,,,
06/02/2025 13:53,,,,,
06/02/2025 13:54,,,,,
06/02/2025 13:55,,,,,
06/02/2025 13:56,,,,,
06/02/2025 13:57,,,,,
06/02/2025 13:58,,,,,
06/02/2025 13:59,,,,,
06/02/2025 14:00,,,,,
06/02/2025 14:01,,,,,
06/02/2025 14:02,,,,,
06/02/2025 14:03,,,,,
06/02/2025 14:04,,,,,
06/02/2025 14:05,,,,,
06/02/2025 14:06,,,,,
06/02/2025 14:07,,,,,
06/02/2025 14:08,,,,,
06/02/2025 14:09,,,,,
06/02/2025 14:10,,,,,
06/02/2025 14:11,,,,,
06/02/2025 14:12,,,,,
06/02/2025 14:13,,,,,
06/02/2025 14:14,,,,,
06/02/2025 14:15,,,,,
06/02/2025 14:16,,,,,
06/02/2025 14:17,,,,,
06/02/2025 14:18,,,,,
06/02/2025 14:19,,,,,
06/02/2025 14:20,,,,,
06/02/2025 14:21,,,,,
06/02/2025 14:22,,,,,
06/02/2025 14:23,,,,,
06/02/2025 14:24,,,,,
06/02/2025 14:25,,,,,
06/02/2025 14:26,,,,,
06/02/2025 14:27,,,,,
06/02/2025 14:28,,,,,
06/02/2025 14:29,,,,,
06/02/2025 14:30,,,,,
06/02/2025 14:31,,,,,
06/02/2025 14:32,,,,,
06/02/2025 14:33,,,,,
06/02/2025 14:34,,,,,
06/02/2025 14:35,,,,,
06/02/2025 14:36,,,,,
06/02/2025 14:37,,,,,
06/02/2025 14:38,,,,,
06/02/2025 14:39,,,,,
06/02/2025 14:40,,,,,
06/02/2025 14:41,,,,,
06/02/2025 14:42,,,,,
06/02/2025 14:43,,,,,
06/02/2025 14:44,,,,,
06/02/2025 14:45,,,,,
06/02/2025 14:46,,,,,
06/02/2025 14:47,,,,,
06/02/2025 14:48,,,,,
06/02/2025 14:49,,,,,
06/02/2025 14:50,,,,,
06/02/2025 14:51,,,,,
06/02/2025 14:52,,,,,
06/02/2025 14:53,,,,,
06/02/2025 14:54,,,,,
06/02/2025 14:55,,,,,
06/02/2025 14:56,,,,,
06/02/2025 14:57,,,,,
06/02/2025 14:58,,,,,
06/02/2025 14:59,,,,,
06/02/2025 15:00,,,,,
06/02/2025 15:01,,,,,
06/02/2025 15:02,,,,,
06/02/2025 15:03,,,,,
06/02/2025 15:04,,,,,
06/02/2025 15:05,,,,,
06/02/2025 15:06,,,,,
06/02/2025 15:07,,,,,
06/02/2025 15:08,,,,,
06/02/2025 15:09,,,,,
06/02/2025 15:10,,,,,
06/02/2025 15:11,,,,,
06/02/2025 15:12,,,,,
06/02/2025 15:13,,,,,
06/02/2025 15:14,,,,,
06/02/2025 15:15,,,,,
06/02/2025 15:16,,,,,
06/02/2025 15:17,,,,,
06/02/2025 15:18,,,,,
06/02/2025 15:19,,,,,
06/02/2025 15:20,,,,,
06/02/2025 15:21,,,,,
06/02/2025 15:22,,,,,
06/02/2025 15:23,,,,,
06/02/2025 15:24,,,,,
06/02/2025 15:25,,,,,
06/02/2025 15:26,,,,,
06/02/2025 15:27,,,,,
06/02/2025 15:28,,,,,
06/02/2025 15:29,,,,,
06/02/2025 15:30,,,,,
06/02/2025 15:31,,,,,
06/02/2025 15:32,,,,,
06/02/2025 15:33,,,,,
06/02/2025 15:34,,,,,
06/02/2025 15:35,,,,,
06/02/2025 15:36,,,,,
06/02/2025 15:37,,,,,
06/02/2025 15:38,,,,,
06/02/2025 15:39,,,,,
06/02/2025 15:40,,,,,
06/02/2025 15:41,,,,,
06/02/2025 15:42,,,,,
06/02/2025 15:43,,,,,
06/02/2025 15:44,,,,,
06/02/2025 15:45,,,,,
06/02/2025 15:46,,,,,
06/02/2025 15:47,,,,,
06/02/2025 15:48,,,,,
06/02/2025 15:49,,,,,
06/02/2025 15:50,,,,,
06/02/2025 15:51,,,,,
06/02/2025 15:52,,,,,
06/02/2025 15:53,,,,,
06/02/2025 15:54,,,,,
06/02/2025 15:55,,,,,
06/02/2025 15:56,,,,,
06/02/2025 15:57,,,,,
06/02/2025 15:58,,,,,
06/02/2025 15:59,,,,,
06/02/2025 16:00,,,,,
06/02/2025 16:01,,,,,
06/02/2025 16:02,,,,,
06/02/2025 16:03,,,,,
06/02/2025 16:04,,,,,
06/02/2025 16:05,,,,,
06/02/2025 16:06,,,,,
06/02/2025 16:07,,,,,
06/02/2025 16:08,,,,,
06/02/2025 16:09,,,,,
06/02/2025 16:10,,,,,
06/02/2025 16:11,,,,,
06/02/2025 16:12,,,,,
06/02/2025 16:13,,,,,
06/02/2025 16:14,,,,,
06/02/2025 16:15,,,,,
06/02/2025 16:16,,,,,
06/02/2025 16:17,,,,,
06/02/2025 16:18,,,,,
06/02/2025 16:19,,,,,
06/02/2025 16:20,,,,,
06/02/2025 16:21,,,,,
06/02/2025 16:22,,,,,
06/02/2025 16:23,,,,,
06/02/2025 16:24,,,,,
06/02/2025 16:25,,,,,
06/02/2025 16:26,,,,,
06/02/2025 16:27,,,,,
06/02/2025 16:28,,,,,
06/02/2025 16:29,,,,,
06/02/2025 16:30,,,,,
06/02/2025 16:31,,,,,
06/02/2025 16:32,,,,,
06/02/2025 16:33,,,,,
